index,employee_count,country,number_of_technologies,annual_rev
37734,0,United States,1,1400000.0
37735,4,United States,3,393000.0
37736,13,,2,
37737,0,United States,1,
37738,20,United States,7,5000000.0
37739,170,United Arab Emirates,17,25000000.0
37740,0,United States,1,6000000.0
37741,70,United States,4,4269000.0
37742,2,United States,14,5000000.0
37743,65,United States,16,43000000.0
37744,110,Ireland,18,7444000.0
37745,510,United Kingdom,24,530000000.0
37746,5,United States,18,5066000.0
37748,19,United States,26,4420000.0
37749,1,Spain,3,
37750,30,Brazil,13,
37751,670,United Kingdom,21,100000000.0
37752,110,United States,23,11000000.0
37753,3,United States,1,41186000.0
37754,250,United States,17,75000000.0
37756,32,Israel,15,12000000.0
37757,44,Singapore,15,12000000.0
37758,5,United States,8,4381000.0
37759,0,United States,0,
37760,1,United States,4,
37761,4,United States,6,1046000.0
37762,610,United States,28,120000000.0
37763,84,India,22,36450000.0
37764,41,United States,4,6436000.0
37765,12,Canada,2,1200000.0
37767,52,United States,13,9000000.0
37768,38,United States,15,455000.0
37769,28,United States,8,11900000.0
37771,0,Nepal,7,
37772,6,Russia,0,
37773,6,India,23,4642000.0
37774,180,United States,3,1501000.0
37775,0,Turkey,1,
37776,91,Germany,5,5000000.0
37777,43,United States,14,6014000.0
37778,51,Russia,13,
37779,38,India,32,2000000.0
37780,49,United States,7,25000000.0
37781,31,Spain,10,470000.0
37782,3,Spain,17,
37783,38,United States,9,18000000.0
37784,7,United States,2,2400000.0
37785,4,United States,2,30000000.0
37786,2,United States,15,
37787,5,South Korea,9,370000.0
37788,13,United States,7,
37789,20,Vietnam,5,4400000.0
37790,39,United States,12,5000000.0
37791,22,United States,13,5000000.0
37792,19,United States,1,5000000.0
37793,3,United States,30,
37794,0,United States,0,
37796,10,United States,2,4420000.0
37797,10,United States,2,25000000.0
37798,6,United Kingdom,5,
37799,9,United States,9,1000000000.0
37800,130,United States,19,15000000.0
37801,220,United States,22,32000000.0
37802,0,United States,3,
37803,83,United States,3,
37804,170,United States,2,5380000.0
37805,0,Switzerland,0,
37806,21,Sweden,17,3400000.0
37807,11,United States,18,10000000.0
37808,79,United States,17,40000000.0
37809,5,United States,0,7000000.0
37810,36,United States,1,10000000.0
37811,0,United States,7,
37812,38,United States,27,16143000.0
37813,2,United States,9,5792000.0
37814,2,United States,1,6000000.0
37815,0,United States,0,2400000.0
37816,2,United States,3,1400000.0
37817,0,,0,
37818,2,United States,2,
37819,45,United States,4,1008000.0
37820,0,United States,9,
37821,4,Germany,3,10000000.0
37822,67,Bulgaria,17,21000000.0
37823,2,Belarus,4,
37824,0,United States,2,
37825,12,United States,10,5000000.0
37826,130,United States,23,16241000.0
37828,4,United States,6,
37829,120,United States,5,24259000.0
37830,510,United States,22,600000000.0
37831,47,France,7,12140000.0
37832,7,Spain,1,327000.0
37833,37,United States,1,348000.0
37834,2,United Kingdom,1,75000000.0
37835,64,United Kingdom,1,42777000.0
37836,16,United Kingdom,7,5700000.0
37837,0,United Kingdom,1,
37838,24,United States,10,120000000.0
37839,3,United States,9,
37840,0,,3,
37841,130,United States,14,31300000.0
37842,0,United States,4,
37843,1,,0,
37844,2,United States,8,2000000.0
37845,110,Thailand,19,2762000.0
37846,41,South Korea,5,
37847,460,United States,27,186063000.0
37848,15,United States,6,10779000.0
37849,0,,7,
37850,120,United States,21,12970000.0
37851,37,United Kingdom,16,7556000.0
37852,0,Spain,15,
37853,3,Chile,0,
37854,81,Argentina,1,6532000.0
37855,0,Estonia,3,
37856,91,New Zealand,20,3000000.0
37857,68,Canada,0,1962000.0
37858,0,,12,
37859,140,United States,3,74376000.0
37860,86,United States,4,4568000.0
37861,18,France,12,
37862,8,,2,2000000.0
37863,9,United Kingdom,26,75000000.0
37864,10,United States,10,2826000.0
37865,0,United States,0,
37866,0,United Kingdom,11,
37867,19,Sweden,27,7000000.0
37868,3,Germany,5,
37869,120,United States,28,25500000.0
37870,8,Canada,1,10000000.0
37871,1,South Africa,2,
37872,27,United States,14,1350000.0
37873,5,Ireland,0,2400000.0
37874,17,United States,11,11821000.0
37875,0,United States,2,
37876,5,Norway,7,1400000.0
37877,2,Denmark,7,3321000.0
37878,10,United States,2,
37879,21,Denmark,14,600000.0
37880,580,United States,7,33780000.0
37881,0,United States,1,
37882,1,United States,5,7000000.0
37883,10,United States,7,10000000.0
37884,36,United Kingdom,25,2300000.0
37885,1,United States,0,6000000.0
37886,0,United States,2,
37888,92,United Kingdom,15,7464000.0
37889,65,United States,10,10000000.0
37890,42,United Kingdom,9,1000000.0
37891,2100,United States,30,112500000.0
37892,4,United States,11,4985000.0
37893,2,United Kingdom,6,
37894,0,United States,5,2400000.0
37895,3,United States,6,
37896,33,United States,21,6134000.0
37897,2,Australia,0,5951000.0
37898,140,Brazil,17,100000000.0
37899,2,United States,10,
37900,84,Australia,19,6000000.0
37901,130,United States,16,256653000.0
37902,7,United States,29,1355000.0
37903,74,United States,18,5380000.0
37904,44,United Kingdom,0,4800000.0
37905,2,United States,9,
37906,2,United States,6,27624000.0
37907,0,United States,2,1400000.0
37908,4,United States,0,
37909,1,Canada,0,
37910,7,Italy,9,17500000.0
37911,21,United States,1,
37912,0,United States,10,7000000.0
37913,110,United States,5,28653000.0
37914,1100,United States,1,
37916,0,Japan,0,
37917,65,United States,2,2802000.0
37918,180,Argentina,13,
37919,2,Germany,3,
37920,0,Singapore,0,
37924,9,Singapore,7,3000000.0
37922,36,United States,4,8377000.0
37923,220,Germany,10,12000000.0
37926,23,United States,15,63750000.0
37927,0,United States,4,
37928,26,United States,13,16500000.0
37930,130,United States,1,26767000.0
37925,90,Australia,20,8328000.0
37931,150,Spain,20,18000000.0
37932,0,Canada,3,
37933,5,United States,14,7600000.0
37935,4,United States,12,
37936,3,United States,4,
37937,55,Canada,21,6100000.0
37938,0,United States,1,2400000.0
37939,300,France,20,12100000.0
37940,0,United Kingdom,25,35000000.0
37941,5,United States,24,6000000.0
37942,16,United States,18,
37943,3,United States,11,
37944,82,France,20,2300000.0
37945,13,United Kingdom,13,7800000.0
37946,2,United States,1,1400000.0
37947,2,France,3,7000000.0
37948,410,United States,17,200000000.0
37949,1900,United States,29,8021000000.0
37950,0,,0,
37951,110,United States,29,5600000.0
37952,2,United States,11,2700000.0
37953,2,United States,6,
37954,3,United States,0,10000000.0
37955,2,Canada,0,1400000.0
37956,2300,United States,25,150000000.0
37957,610,Ireland,22,70000000.0
37958,420,United States,23,23000000.0
37959,0,United States,2,
37960,110,United States,15,2000000.0
37961,58,Spain,10,29400000.0
37962,10,United States,9,4420000.0
37963,86,United Kingdom,18,4200000.0
37964,480,United States,40,14000000.0
37965,0,United States,0,
37966,0,United States,4,
37967,1,United States,2,
37968,2,United States,16,4618000.0
37969,0,,20,6800000.0
37971,0,United States,0,
37972,120,United States,5,17500000.0
37973,18,Japan,22,5560000.0
37974,17,United States,11,9700000.0
37975,4,United States,11,
37976,10,Philippines,5,7000000.0
37977,39,United States,2,16000000.0
37978,200,United States,5,30000000.0
37979,0,Germany,4,
37980,7,United States,6,3701000.0
37982,6,France,13,
37983,6,United States,3,5000000.0
37984,14000,United Kingdom,14,6558020000.0
37985,25,United Kingdom,16,4200000.0
37986,40,United States,1,2386000.0
37988,1,United States,3,3800000.0
37990,1100,United States,1,
37991,270,United States,23,26000000.0
37992,3,Spain,11,
37993,77,United Kingdom,11,13399000.0
37995,22,Colombia,17,
37996,0,Nigeria,3,
37997,32,United States,4,7000000.0
37998,2,United States,11,3361000.0
37999,0,United States,3,25000000.0
38000,6,United States,3,6484000.0
38001,97,Germany,10,4000000.0
38002,1900,United States,21,300000000.0
38003,53,Germany,1,3273000.0
38004,62,United States,22,604000.0
38006,15000,United States,36,2300000000.0
38007,6,United States,3,3826000.0
38008,8,South Korea,2,373000.0
38009,430,United States,15,21062000.0
38011,130,United States,20,13927000.0
38013,300,United States,20,200000000.0
38015,1900,Sweden,16,205594000.0
38016,230,United States,6,69500000.0
38017,0,United States,5,
38019,84,United States,3,1322000.0
38020,820,United States,21,95000000.0
38021,1,Portugal,0,
38022,300,United Kingdom,12,6092000.0
38023,630,United States,8,5000000.0
38024,25,Mexico,11,
38025,1,United States,9,2400000.0
38026,23,United States,6,2905000.0
38027,0,United States,3,
38028,71,United States,21,5076000.0
38029,0,United States,11,2000000.0
38030,0,Switzerland,3,
38031,190,United States,146,10000000.0
38032,57,United States,2,208917000.0
38033,1,United States,9,
38034,11,United States,7,182000.0
38035,0,Argentina,1,
38036,7,France,9,5175000.0
38037,120,India,3,1000000.0
38038,4,Sweden,1,525000.0
38039,8,United States,4,
38040,20,United States,22,29100000.0
38041,0,India,0,
38042,0,United States,5,
38043,2300,United States,8,1868062000.0
38044,19,Germany,15,1496000.0
38045,3,United States,2,5943000.0
38046,2,Australia,2,
38047,6,Taiwan,2,
38048,58,United States,1,2503000.0
38049,18,Spain,9,267000.0
38050,160,United States,9,151959000.0
38051,6,,4,
38052,83,Brazil,25,3139000.0
38053,2,Finland,1,3000000.0
38054,120,United Kingdom,18,6277000.0
38055,2,United States,5,
38056,2,United States,21,10000000.0
38057,36,United States,6,5020000.0
38058,4,United States,16,8346000.0
38059,0,Colombia,1,
38060,68,United States,4,1655000.0
38061,2,United States,3,2000000.0
38063,0,United States,35,
38064,9,Ireland,0,6305000.0
38065,12,United States,4,2000000.0
38066,84,United States,3,4686000.0
38067,6900,United States,37,1158484000.0
38068,99,United States,0,45700000.0
38069,0,United Kingdom,0,
38070,5,China,7,
38071,14,United Kingdom,4,1500000.0
38072,140,United States,4,3023000.0
38073,0,United States,0,2400000.0
38074,2,United States,4,2000000.0
38075,4,United States,9,4102000.0
38076,0,United States,24,6000000.0
38077,0,United States,1,2000000.0
38078,0,United States,1,2000000.0
38079,0,United States,0,
38080,0,United States,1,
38081,25,United States,9,4794000.0
38082,0,United States,1,
38083,150,United States,7,28990000.0
38084,0,Israel,6,2400000.0
38085,25,United States,0,15813000.0
38087,25,United States,15,4000000.0
38088,2,United States,8,113000.0
38089,66,United States,1,21148000.0
38090,0,New Zealand,2,7000000.0
38091,0,United States,15,2000000.0
38092,13000,United States,8,3600000000.0
38093,200,United States,21,110000000.0
38094,0,United States,0,
38095,25,United States,1,5268000.0
38096,90,United States,8,21959000.0
38097,3,United States,12,2000000.0
38098,0,United States,0,
38099,120,Israel,17,51000000.0
38100,0,,5,17500000.0
38101,32,United States,13,22000000.0
38102,0,United States,6,37500000.0
38103,0,,8,
38104,290,United States,3,76895000.0
38105,24,United States,10,5600000.0
38106,24,Spain,7,7000000.0
38107,1200,United States,37,120000000.0
38108,37,United States,2,61292000.0
38109,2,Denmark,14,
38110,0,United States,0,
38111,65,United States,17,3000000.0
38112,7,United States,8,
38113,0,United States,0,
38114,1,United States,6,2000000.0
38115,0,United States,3,
38116,200,United States,15,68490000.0
38117,0,United States,2,2400000.0
38118,70,United States,1,2000000.0
38119,120,United States,4,7905000.0
38120,2,United States,5,6000000.0
38122,80,United States,6,15304000.0
38123,64,Germany,19,263000.0
38124,18,France,8,7000000.0
38125,28,United States,7,10000000.0
38126,1,Netherlands,2,
38127,39,United States,7,10000000.0
38128,1,Sweden,4,
38129,1,United Kingdom,0,2400000.0
38130,0,United States,5,2400000.0
38131,10,Israel,1,
38132,3,Ireland,5,2400000.0
38133,0,,4,
38134,8,Poland,13,7000000.0
38135,54,United States,1,9153000.0
38136,0,,4,
38137,1,United States,2,
38138,16,Hungary,13,9000000.0
38139,82,United States,9,34000000.0
38140,110,Finland,18,17255000.0
38141,78,Finland,5,1500000.0
38142,4,Sweden,8,
38143,6,China,4,
38144,210,United States,19,78500000.0
38145,9,Canada,19,7000000.0
38146,170,United States,25,20000000.0
38147,7,Ireland,5,
38148,0,United States,5,2400000.0
38149,1,United States,9,318000.0
38150,21,United States,1,1206000.0
38151,44,United States,13,7924000.0
38152,22,United Kingdom,16,2000000.0
38154,15,Brazil,10,
38155,0,United States,2,7000000.0
38156,10,Austria,16,6000000.0
38157,110,United States,0,14250000.0
38158,0,United States,6,
38159,14,United States,0,25000000.0
38160,32,Brazil,18,
38161,0,United States,1,
38162,0,United Kingdom,2,
38163,0,United Kingdom,2,
38164,9,United States,14,6000000.0
38165,0,United States,0,
38166,120,Israel,5,81379000.0
38167,250,Israel,0,40500000.0
38168,67,Croatia,24,1500000.0
38169,19,United States,8,1074000.0
38170,0,United States,11,
38171,7,United States,18,227000.0
38172,14,Israel,3,2703000.0
38173,0,United States,24,17500000.0
38174,47,United States,2,4557000.0
38175,0,United States,0,
38176,72,United States,26,40000000.0
38177,5,United States,4,2795000.0
38178,0,United States,2,
38179,61,United Kingdom,22,4821000.0
38180,9,United States,7,5991000.0
38181,170,United States,18,34404000.0
38182,8,United States,16,
38183,66,India,10,2811000.0
38184,2,United States,0,2798000.0
38185,68,United States,2,6377000.0
38186,2,United Kingdom,0,2400000.0
38187,3,United States,10,4200000.0
38188,3,United States,1,1400000.0
38189,130,France,9,
38190,2,United States,6,2858000.0
38191,2,United States,1,5000000.0
38192,0,United States,0,
38193,49,India,2,7000000.0
38194,0,United States,5,
38195,11,United States,0,22243000.0
38196,41,United States,10,7000000.0
38197,4,United Kingdom,7,
38198,0,United States,1,
38199,0,United States,4,
38200,3,United States,6,3471000.0
38201,420,United States,13,7059000.0
38202,0,Ireland,2,2400000.0
38204,110,United States,14,30000000.0
38205,70,Sweden,19,5147000.0
38206,9,United States,7,10000000.0
38207,0,,2,
38208,97,United States,11,21343000.0
38209,15,United States,0,23000000.0
38210,36,New Zealand,24,1400000.0
38211,830,United States,23,255200000.0
38212,0,Australia,4,
38213,81,United States,29,12000000.0
38214,0,Germany,1,
38215,20,United States,4,7952000.0
38216,0,Israel,0,
38217,76,United Kingdom,5,14928000.0
38218,22,United States,12,6000000.0
38219,32,United States,10,2000000.0
38220,350,Israel,17,6500000.0
38221,38,Germany,5,10000000.0
38222,2,United States,1,2600000.0
38223,8,Canada,8,600000.0
38224,15,United States,3,16000000.0
38225,76,United States,7,5000000.0
38226,20,United States,5,2000000.0
38227,4,United States,10,2400000.0
38228,2,Brazil,7,
38229,5,United Kingdom,4,3000000.0
38230,110,Canada,17,10700000.0
38231,21,Israel,2,10000000.0
38232,1,United States,4,1400000.0
38233,3,United States,5,4420000.0
38234,91,Germany,16,9406000.0
38235,0,United States,3,
38236,19,United States,1,3210000.0
38237,0,United States,1,2400000.0
38238,130,United States,24,20596000.0
38239,3,Germany,24,2400000.0
38240,32,Slovakia,12,
38241,37,United States,0,3513000.0
38242,130,United States,23,17800000.0
38243,6,United States,3,310000.0
38244,0,United States,9,
38245,66,United States,20,9388000.0
38246,50,United States,14,1100000.0
38248,18,United States,26,4200000.0
38249,27,United States,6,10180000.0
38250,0,United States,0,
38251,3,United Kingdom,0,4600000.0
38252,0,,2,
38253,13,Israel,2,7000000.0
38254,8,France,8,4000000.0
38255,12,United States,22,3390562000.0
38256,0,United States,1,
38257,61,United States,5,13847000.0
38258,57,United States,12,75287000.0
38259,57,United States,14,68552000.0
38260,4,France,7,
38261,26,United States,1,2000000.0
38262,170,United States,4,16576000.0
38263,0,United Kingdom,3,
38264,14,United States,0,369000.0
38265,3,United States,9,4420000.0
38266,9,India,4,7000000.0
38267,1,,2,
38268,0,United States,0,
38269,3,United States,6,2838000.0
38270,82,Hungary,13,5000000.0
38272,320,Canada,7,71708000.0
38273,7,United States,5,6000000.0
38274,23,,6,
38275,35,United States,5,2196000.0
38276,4,,0,
38277,79,United States,5,24653000.0
38278,0,China,1,
38279,16,United States,12,5773000.0
38280,0,United States,0,2400000.0
38281,81,United States,10,2000000.0
38282,1,United States,6,2000000.0
38283,0,Ireland,5,
38284,0,United States,0,
38285,3,United States,0,10000000.0
38286,160,United States,4,4324000.0
38287,0,China,4,
38288,0,,4,
38289,5,United Kingdom,7,494000.0
38290,9,Japan,9,
38291,11,United States,26,3000000.0
38292,39,India,10,7000000.0
38293,83,United Kingdom,10,1776000.0
38294,5,France,9,
38295,2,Japan,13,4100000.0
38296,13,United States,8,21000000.0
38297,1,United States,1,3000000.0
38298,48,Israel,9,
38299,96,United States,17,45000000.0
